lccn,issn,notes and questions,objectid,pres_file,display_template,parentid,object_location,filename,image_small,image_thumb,object_pdf,title,"note (marc 521, 550)african americans|http://id.worldcat.org/fast/799558",publisher,publisher_uri,frequency,issuance_start,issuance_end,rightsstatement,rights,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,image_alt_text,contributing_institution,contributing_institution_uri,collectionid,type,format,language,creator,contributor,date,description,disclaimer,extent,genre,genre_uri,subject,subject_uri,location,location_uri,latitude,longitude,coordinates,chronological_subject,ark,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin,staff_notes
sn83025186,,,bystander1894083101,,complex,,,1894083101_0049.jp2,1894083101_0049_sm.jp2,1894083101_0049_th.jp2,1894083101.pdf,"Iowa State Bystander. volume 01, number 13, August 31, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-08-31,"Contents include but are not limited to local news, fashion, local protests, immigration laws, produce assessments, the Iowa soldiers' and sailors' monument, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Black people; Iowa--Oskaloosa; Iowa--Keokuk; Iowa--Ottumwa; African American churches; Iowa--Burlington; Food science; Armed Forces--Military life; Immigrants--Education; United States. Congress. Senate; Crime; Elections; Monuments,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/1223607; http://id.worldcat.org/fast/1206704; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/799090; http://id.worldcat.org/fast/1216205; http://id.worldcat.org/fast/2003714; http://id.worldcat.org/fast/1351813; http://id.worldcat.org/fast/967726; http://id.worldcat.org/fast/530422; http://id.worldcat.org/fast/882984; http://id.worldcat.org/fast/904324; http://id.worldcat.org/fast/1025892,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
,,,bystander1894083101i1,,child,bystander1894083101,,1894083101_0049.jp2,1894083101_0049_sm.jp2,1894083101_0049_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894083101i2,,child,bystander1894083101,,1894083101_0050.jp2,1894083101_0050_sm.jp2,1894083101_0050_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894083101i3,,child,bystander1894083101,,1894083101_0051.jp2,1894083101_0051_sm.jp2,1894083101_0051_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894083101i4,,child,bystander1894083101,,1894083101_0052.jp2,1894083101_0052_sm.jp2,1894083101_0052_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1894090701,,complex,,,1894090701_0054.jp2,1894090701_0054_sm.jp2,1894090701_0054_th.jp2,1894090701.pdf,"Iowa State Bystander. volume 01, number 14, September 7, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-09-07,"Contents include but are not limited to activities for women, local news, Emancipation Celebrations, lynchings, the Mexican Trail, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Black people; Iowa--Ottumwa; Iowa--Keokuk; Enslaved persons--Emancipation; Crime; Lynching; Natural disasters; Accidents; Native American history and society,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/1206704; http://id.worldcat.org/fast/1120540; http://id.worldcat.org/fast/882984; http://id.worldcat.org/fast/1004334; http://id.worldcat.org/fast/1033994; http://id.worldcat.org/fast/795270; http://id.worldcat.org/fast/1788044,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
,,,bystander1894090701i1,,child,bystander1894090701,,1894090701_0054.jp2,1894090701_0054_sm.jp2,1894090701_0054_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894090701i2,,child,bystander1894090701,,1894090701_0055.jp2,1894090701_0055_sm.jp2,1894090701_0055_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894090701i3,,child,bystander1894090701,,1894090701_0056.jp2,1894090701_0056_sm.jp2,1894090701_0056_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1894091401,,complex,,,1894091401_0057.jp2,1894091401_0057_sm.jp2,1894091401_0057_th.jp2,1894091401.pdf,"Iowa State Bystander. volume 01, number 15, September 14, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-09-14,"Contents include but are not limited to crimes, lynching, Emancipation Celebration, local news, anti-tobacco news, buisness news, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Black people; Fashion; Anti-lynching movements; Lynching; Iowa--Ottumwa; Enslaved persons--Emancipation; Iowa--Oskaloosa; Tobacco industry; Accidents; Crime; Natural disasters; Sugar trade,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/921600; http://id.worldcat.org/fast/2040651; http://id.worldcat.org/fast/1004334; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/1120540; http://id.worldcat.org/fast/1223607; http://id.worldcat.org/fast/1151931; http://id.worldcat.org/fast/795270; http://id.worldcat.org/fast/882984; http://id.worldcat.org/fast/1033994; http://id.worldcat.org/fast/1137428,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
,,,bystander1894091401i1,,child,bystander1894091401,,1894091401_0057.jp2,1894091401_0057_sm.jp2,1894091401_0057_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894091401i2,,child,bystander1894091401,,1894091401_0058.jp2,1894091401_0058_sm.jp2,1894091401_0058_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894091401i3,,child,bystander1894091401,,1894091401_0059.jp2,1894091401_0059_sm.jp2,1894091401_0059_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894091401i4,,child,bystander1894091401,,1894091401_0060.jp2,1894091401_0060_sm.jp2,1894091401_0060_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1894092101,,complex,,,1894092101_0061.jp2,1894092101_0061_sm.jp2,1894092101_0061_th.jp2,1894092101.pdf,"Iowa State Bystander. volume 01, number 16, September 21, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-09-21,"Contents include but are not limited to black political discourse, local news, fashion, local college news, international war news, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Black people; Iowa--Burlington; Iowa--Ottumwa; Iowa--Keokuk; African Americans--Politics and government; Sino-Japanese War; Crime; Accidents; Military operations, Naval--Submarine","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/1216205; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/1206704; http://id.worldcat.org/fast/799659; http://id.worldcat.org/fast/1431381; http://id.worldcat.org/fast/882984; http://id.worldcat.org/fast/795270; ; http://id.worldcat.org/fast/1710248""",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
,,,bystander1894092101i1,,child,bystander1894092101,,1894092101_0061.jp2,1894092101_0061_sm.jp2,1894092101_0061_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894092101i2,,child,bystander1894092101,,1894092101_0062.jp2,1894092101_0062_sm.jp2,1894092101_0062_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894092101i3,,child,bystander1894092101,,1894092101_0063.jp2,1894092101_0063_sm.jp2,1894092101_0063_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894092101i4,,child,bystander1894092101,,1894092101_0064.jp2,1894092101_0064_sm.jp2,1894092101_0064_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1894092801,,complex,,,1894092801_0065.jp2,1894092801_0065_sm.jp2,1894092801_0065_th.jp2,1894092801.pdf,"Iowa State Bystander. volume 01, number 17, September 28, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-09-28,"Contents include but are not limited to local news, ironclad ship information, sermons, internaltional war news, lynching, accidents, wind storms, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Black people; Iowa--Burlington; Iowa--Ottumwa; Iowa--Keokuk; Sermons; Iowa--Oskaloosa; Sino-Japanese War; Accidents; Anti-lynching movements; Lynching; Natural disasters; Discrimination; Fashion,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/1216205; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/1206704; http://id.worldcat.org/fast/1113216; http://id.worldcat.org/fast/1223607; http://id.worldcat.org/fast/1431381; http://id.worldcat.org/fast/795270; http://id.worldcat.org/fast/2040651; http://id.worldcat.org/fast/1004334; http://id.worldcat.org/fast/1033994; http://id.worldcat.org/fast/894985; http://id.worldcat.org/fast/921600,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
,,,bystander1894092801i1,,child,bystander1894092801,,1894092801_0065.jp2,1894092801_0065_sm.jp2,1894092801_0065_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894092801i2,,child,bystander1894092801,,1894092801_0066.jp2,1894092801_0066_sm.jp2,1894092801_0066_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894092801i3,,child,bystander1894092801,,1894092801_0067.jp2,1894092801_0067_sm.jp2,1894092801_0067_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894092801i4,,child,bystander1894092801,,1894092801_0068.jp2,1894092801_0068_sm.jp2,1894092801_0068_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1894100501,,complex,,,1894100501_0069.jp2,1894100501_0069_sm.jp2,1894100501_0069_th.jp2,1894100501.pdf,"Iowa State Bystander. volume 01, number 18, October 5, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-10-05,"Contents include but are not limited to black owned property, local news, sermons, discrimination, natural disasters, abolishion, accidents, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Black people; Sermons; African Americans--Housing; Iowa--Oskaloosa; Iowa--Keokuk; Iowa--Ottumwa; Iowa--Burlington; Patents; Accidents; Abolitionists; Natural disasters,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/1113216; http://id.worldcat.org/fast/799626; http://id.worldcat.org/fast/1223607; http://id.worldcat.org/fast/1206704; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/1216205; http://id.worldcat.org/fast/1054862; http://id.worldcat.org/fast/795270; http://id.worldcat.org/fast/794478; http://id.worldcat.org/fast/1033994,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
,,,bystander1894100501i1,,child,bystander1894100501,,1894100501_0069.jp2,1894100501_0069_sm.jp2,1894100501_0069_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894100501i2,,child,bystander1894100501,,1894100501_0070.jp2,1894100501_0070_sm.jp2,1894100501_0070_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894100501i3,,child,bystander1894100501,,1894100501_0071.jp2,1894100501_0071_sm.jp2,1894100501_0071_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894100501i4,,child,bystander1894100501,,1894100501_0072.jp2,1894100501_0072_sm.jp2,1894100501_0072_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1894101201,,complex,,,1894101201_0073.jp2,1894101201_0073_sm.jp2,1894101201_0073_th.jp2,1894101201.pdf,"Iowa State Bystander. volume 01, number 19, October 12, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-10-12,"Contents include but are not limited to Black accomplishments, cost of living, local news, war in the East, medicial advancements, mining accidents, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Black people; Iowa--Albia; Iowa--Ottumwa; Iowa--Burlington; Iowa--Oskaloosa; Medicine--Research; Weddings; Sino-Japanese War; Patents; Agriculture; Coal mine accidents,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/1228837; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/1216205; http://id.worldcat.org/fast/1223607; http://id.worldcat.org/fast/1015059; http://id.worldcat.org/fast/1173328; http://id.worldcat.org/fast/1431381; http://id.worldcat.org/fast/1054862; http://id.worldcat.org/fast/801355; http://id.worldcat.org/fast/865301,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
,,,bystander1894101201i1,,child,bystander1894101201,,1894101201_0073.jp2,1894101201_0073_sm.jp2,1894101201_0073_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894101201i2,,child,bystander1894101201,,1894101201_0074.jp2,1894101201_0074_sm.jp2,1894101201_0074_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894101201i3,,child,bystander1894101201,,1894101201_0075.jp2,1894101201_0075_sm.jp2,1894101201_0075_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894101201i4,,child,bystander1894101201,,1894101201_0076.jp2,1894101201_0076_sm.jp2,1894101201_0076_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1894101901,,complex,,,1894101901_0077.jp2,1894101901_0077_sm.jp2,1894101901_0077_th.jp2,1894101901.pdf,"Iowa State Bystander. volume 01, number 20, October 19, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-10-19,"Contents include but are not limited to Populism disease, local news, the Sugar Trust, advancements in electricity, Libel cases, smallpox riots, the Czar, Switzerland's goverment system,  and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Black people; Iowa--Keokuk; Iowa--Burlington; Iowa--Ottumwa; Iowa--Oskaloosa; Iowa--Albia; Smallpox; Patents; Libel and slander; Robbery,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/1206704; http://id.worldcat.org/fast/1216205; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/1223607; http://id.worldcat.org/fast/1228837; http://id.worldcat.org/fast/1121517; http://id.worldcat.org/fast/1054862; http://id.worldcat.org/fast/997162; http://id.worldcat.org/fast/1098945,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
,,,bystander1894101901i1,,child,bystander1894101901,,1894101901_0077.jp2,1894101901_0077_sm.jp2,1894101901_0077_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894101901i2,,child,bystander1894101901,,1894101901_0078.jp2,1894101901_0078_sm.jp2,1894101901_0078_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894101901i3,,child,bystander1894101901,,1894101901_0079.jp2,1894101901_0079_sm.jp2,1894101901_0079_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894101901i4,,child,bystander1894101901,,1894101901_0080.jp2,1894101901_0080_sm.jp2,1894101901_0080_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1894102601,,complex,,,1894102601_0081.jp2,1894102601_0081_sm.jp2,1894102601_0081_th.jp2,1894102601.pdf,"Iowa State Bystander. volume 01, number 21, October 26, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-10-26,"Contents include but are not limited to the Republican party, buisness declarations, local news, Idnian Territory, voting registration info, Russian succession, missing persons, fires, car accidents, Armenian sultan, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Black people; Republican Party (U.S. : 1854- ); Democratic Party (U.S.); Populist Party (U.S. : 1892-1908); Voting registers; Indians of North America; Race discrimination; Russia; Fires; Accidents; Robbery; Iowa--Oskaloosa; Iowa--Albia; Weddings; Iowa--Ottumwa; Iowa--Burlington; Iowa--Keokuk; Iowa--Buxton; Tobacco industry,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/544975; http://id.worldcat.org/fast/532710; http://id.worldcat.org/fast/511203; http://id.worldcat.org/fast/1169261; http://id.worldcat.org/fast/969633; http://id.worldcat.org/fast/1086465; http://id.worldcat.org/fast/1207312; http://id.worldcat.org/fast/925697; http://id.worldcat.org/fast/795270; http://id.worldcat.org/fast/1098945; http://id.worldcat.org/fast/1223607; http://id.worldcat.org/fast/1228837; http://id.worldcat.org/fast/1173328; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/1216205; http://id.worldcat.org/fast/1206704; http://id.worldcat.org/fast/1223978; http://id.worldcat.org/fast/1151931,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
,,,bystander1894102601i1,,child,bystander1894102601,,1894102601_0081.jp2,1894102601_0081_sm.jp2,1894102601_0081_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894102601i2,,child,bystander1894102601,,1894102601_0082.jp2,1894102601_0082_sm.jp2,1894102601_0082_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894102601i3,,child,bystander1894102601,,1894102601_0083.jp2,1894102601_0083_sm.jp2,1894102601_0083_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894102601i4,,child,bystander1894102601,,1894102601_0084.jp2,1894102601_0084_sm.jp2,1894102601_0084_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1894110201,,complex,,,1894110201_0085.jp2,1894110201_0085_sm.jp2,1894110201_0085_th.jp2,1894110201.pdf,"Iowa State Bystander. volume 01, number 22, November 2, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-11-02,"Contents include but are not limited to Christianity, Black Republicans, laywers, local news, death of the Czar, libel cases, German Chancellor resignation, ax duels, fatal accidents, rheumatic suffering, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Black people; Iowa--Burlington; Iowa--Keokuk; Iowa--Oskaloosa; Iowa--Ottumwa; Republican Party (U.S. : 1854- ); African American lawyers; Iowa--Albia; Libel and slander; Trials (Libel); Lightning; Germany; United States. Congress. Senate; Dueling; Accidents; Diseases,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/1216205; http://id.worldcat.org/fast/1206704; http://id.worldcat.org/fast/1223607; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/544975; http://id.worldcat.org/fast/799218; http://id.worldcat.org/fast/1228837; http://id.worldcat.org/fast/997162; http://id.worldcat.org/fast/1156359; http://id.worldcat.org/fast/998677; http://id.worldcat.org/fast/1210272; http://id.worldcat.org/fast/530422; http://id.worldcat.org/fast/899347; http://id.worldcat.org/fast/795270; http://id.worldcat.org/fast/895158,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
,,,bystander1894110201i1,,child,bystander1894110201,,1894110201_0085.jp2,1894110201_0085_sm.jp2,1894110201_0085_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894110201i2,,child,bystander1894110201,,1894110201_0086.jp2,1894110201_0086_sm.jp2,1894110201_0086_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894110201i3,,child,bystander1894110201,,1894110201_0087.jp2,1894110201_0087_sm.jp2,1894110201_0087_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1894110201i4,,child,bystander1894110201,,1894110201_0088.jp2,1894110201_0088_sm.jp2,1894110201_0088_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1894110901,,complex,,,1894110901_0089.jp2,1894110901_0089_sm.jp2,1894110901_0089_th.jp2,1894110901.pdf,"Iowa State Bystander. volume 01, number 23, November 9, 1894",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",1894-11-09,"Contents include but are not limited to education progress, local news, women's fashion, human history, archeology, politics, women on strike, bakehouse regulations, war in the east, ancient Babylon, election riots, and other topics.",,3 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Black people; Fashion; Iowa--Burlington; Iowa--Keokuk; Iowa--Ottumwa; Iowa--Oskaloosa; Iowa--Albia; Republican Party (U.S. : 1854- ); Crime; Education; Archaeology; Sino-Japanese War; Railroad trains; Accidents; Farm tenancy; Riots; Elections,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/921600; http://id.worldcat.org/fast/1216205; http://id.worldcat.org/fast/1206704; http://id.worldcat.org/fast/1218596; http://id.worldcat.org/fast/1223607; http://id.worldcat.org/fast/1228837; http://id.worldcat.org/fast/544975; http://id.worldcat.org/fast/882984; http://id.worldcat.org/fast/902499; http://id.worldcat.org/fast/812938; http://id.worldcat.org/fast/1431381; http://id.worldcat.org/fast/1431189; http://id.worldcat.org/fast/795270; http://id.worldcat.org/fast/921264; http://id.worldcat.org/fast/1098069; http://id.worldcat.org/fast/904324,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1890s,,,,,,,
